id,pers_num,gp_name,team,pos,time,year,round,pilot,code,circuit,color,lon,lat
3565,6,Belgium,McLAREN,r,,1968,4,D.Hulme,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
3566,20,Belgium,HONDA,r,,1968,4,J.Surtees,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
3567,22,Belgium,FERRARI,r,,1968,4,C.Amon,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
3568,12,Belgium,BRM,r,,1968,4,R.Attwood,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
3569,18,Belgium,BRABHAM,r,,1968,4,J.Brabham,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
3570,16,Belgium,COOPER,r,,1968,4,B.Redman,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
3571,19,Belgium,BRABHAM,r,,1968,4,J.Rindt,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
3572,1,Belgium,LOTUS,r,,1968,4,G.Hill,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
3573,17,Belgium,McLAREN,r,,1968,4,J.Bonnier,BEL,Spa-Francorchamps,#ffffff,5.952214,50.454346
3574,8,Netherlands,MATRA,1,2:46:11.260,1968,5,J.Stewart,NLD,Zandvoort,#b3c6ff,4.533355,52.371149
3575,17,Netherlands,MATRA,2,2:47:45.190,1968,5,J.P.Beltoise,NLD,Zandvoort,#ffffff,4.533355,52.371149
3576,15,Netherlands,BRM,3,,1968,5,P.Rodriguez,NLD,Zandvoort,#ffffff,4.533355,52.371149
3577,10,Netherlands,FERRARI,4,,1968,5,J.Ickx,NLD,Zandvoort,#ffffff,4.533355,52.371149
3578,22,Netherlands,BRABHAM,5,,1968,5,S.Moser,NLD,Zandvoort,#ffffff,4.533355,52.371149
3579,9,Netherlands,FERRARI,6,,1968,5,C.Amon,NLD,Zandvoort,#ffffff,4.533355,52.371149
3580,16,Netherlands,BRM,7,,1968,5,R.Attwood,NLD,Zandvoort,#ffffff,4.533355,52.371149
3581,19,Netherlands,McLAREN,8,,1968,5,J.Bonnier,NLD,Zandvoort,#ffffff,4.533355,52.371149
3582,3,Netherlands,LOTUS,9,,1968,5,G.Hill,NLD,Zandvoort,#ffffff,4.533355,52.371149
3583,4,Netherlands,LOTUS,nc,,1968,5,J.Oliver,NLD,Zandvoort,#ffffff,4.533355,52.371149
3584,18,Netherlands,BRABHAM,r,,1968,5,D.Gurney,NLD,Zandvoort,#ffffff,4.533355,52.371149
3585,21,Netherlands,LOTUS,r,,1968,5,J.Siffert,NLD,Zandvoort,#ffffff,4.533355,52.371149
3586,7,Netherlands,HONDA,r,,1968,5,J.Surtees,NLD,Zandvoort,#ffffff,4.533355,52.371149
3587,20,Netherlands,BRM,r,,1968,5,P.Courage,NLD,Zandvoort,#ffffff,4.533355,52.371149
3588,6,Netherlands,BRABHAM,r,,1968,5,J.Rindt,NLD,Zandvoort,#ffffff,4.533355,52.371149
3589,5,Netherlands,BRABHAM,r,,1968,5,J.Brabham,NLD,Zandvoort,#ffffff,4.533355,52.371149
3590,2,Netherlands,McLAREN,r,,1968,5,B.McLaren,NLD,Zandvoort,#ffffff,4.533355,52.371149
3591,1,Netherlands,McLAREN,r,,1968,5,D.Hulme,NLD,Zandvoort,#ffffff,4.533355,52.371149
3592,14,Netherlands,COOPER,r,,1968,5,L.Bianchi,NLD,Zandvoort,#ffffff,4.533355,52.371149
3593,26,France,FERRARI,1,2:25:40.900,1968,6,J.Ickx,FRA,Rouen-Les-Essarts,#ffb3b3,1.140574,49.38357
3594,16,France,HONDA,2,2:27:39.500,1968,6,J.Surtees,FRA,Rouen-Les-Essarts,#ffffff,1.140574,49.38357
3595,28,France,MATRA,3,,1968,6,J.Stewart,FRA,Rouen-Les-Essarts,#ffffff,1.140574,49.38357
3596,30,France,COOPER,4,,1968,6,V.Elford,FRA,Rouen-Les-Essarts,#ffffff,1.140574,49.38357
3597,8,France,McLAREN,5,,1968,6,D.Hulme,FRA,Rouen-Les-Essarts,#ffffff,1.140574,49.38357
3598,36,France,BRM,6,,1968,6,P.Courage,FRA,Rouen-Les-Essarts,#ffffff,1.140574,49.38357
3599,22,France,BRM,7,,1968,6,R.Attwood,FRA,Rouen-Les-Essarts,#ffffff,1.140574,49.38357
3600,10,France,McLAREN,8,,1968,6,B.McLaren,FRA,Rouen-Les-Essarts,#ffffff,1.140574,49.38357
3601,6,France,MATRA,9,,1968,6,J.P.Beltoise,FRA,Rouen-Les-Essarts,#ffffff,1.140574,49.38357
3602,24,France,FERRARI,10,,1968,6,C.Amon,FRA,Rouen-Les-Essarts,#ffffff,1.140574,49.38357
3603,34,France,LOTUS,11,,1968,6,J.Siffert,FRA,Rouen-Les-Essarts,#ffffff,1.140574,49.38357
3604,20,France,BRM,nc,,1968,6,P.Rodriguez,FRA,Rouen-Les-Essarts,#ffffff,1.140574,49.38357
3605,2,France,BRABHAM,r,,1968,6,J.Rindt,FRA,Rouen-Les-Essarts,#ffffff,1.140574,49.38357
3606,4,France,BRABHAM,r,,1968,6,J.Brabham,FRA,Rouen-Les-Essarts,#ffffff,1.140574,49.38357
3607,32,France,COOPER,r,,1968,6,J.Servoz-Gavin,FRA,Rouen-Les-Essarts,#ffffff,1.140574,49.38357
3608,12,France,LOTUS,r,,1968,6,G.Hill,FRA,Rouen-Les-Essarts,#ffffff,1.140574,49.38357
3609,18,France,HONDA,r,,1968,6,J.Schlesser,FRA,Rouen-Les-Essarts,#ffffff,1.140574,49.38357
3610,14,France,LOTUS,ns,,1968,6,J.Oliver,FRA,Rouen-Les-Essarts,#ffffff,1.140574,49.38357
3611,22,Great Britain,LOTUS,1,2:01:20.300,1968,7,J.Siffert,GBR,Brands Hatch,#fff4b3,0.2625,51.356667
3612,5,Great Britain,FERRARI,2,2:01:24.700,1968,7,C.Amon,GBR,Brands Hatch,#ffffff,0.2625,51.356667
3613,6,Great Britain,FERRARI,3,,1968,7,J.Ickx,GBR,Brands Hatch,#ffffff,0.2625,51.356667
3614,1,Great Britain,McLAREN,4,,1968,7,D.Hulme,GBR,Brands Hatch,#ffffff,0.2625,51.356667
3615,7,Great Britain,HONDA,5,,1968,7,J.Surtees,GBR,Brands Hatch,#ffffff,0.2625,51.356667
3616,14,Great Britain,MATRA,6,,1968,7,J.Stewart,GBR,Brands Hatch,#ffffff,0.2625,51.356667
3617,2,Great Britain,McLAREN,7,,1968,7,B.McLaren,GBR,Brands Hatch,#ffffff,0.2625,51.356667
3618,20,Great Britain,BRM,8,,1968,7,P.Courage,GBR,Brands Hatch,#ffffff,0.2625,51.356667
3619,4,Great Britain,BRABHAM,r,,1968,7,J.Rindt,GBR,Brands Hatch,#ffffff,0.2625,51.356667
3620,10,Great Britain,BRM,r,,1968,7,P.Rodriguez,GBR,Brands Hatch,#ffffff,0.2625,51.356667
3621,19,Great Britain,BRABHAM,nc,,1968,7,S.Moser,GBR,Brands Hatch,#ffffff,0.2625,51.356667
3622,9,Great Britain,LOTUS,r,,1968,7,J.Oliver,GBR,Brands Hatch,#ffffff,0.2625,51.356667
3623,16,Great Britain,COOPER,r,,1968,7,R.Widdows,GBR,Brands Hatch,#ffffff,0.2625,51.356667
3624,15,Great Britain,COOPER,r,,1968,7,V.Elford,GBR,Brands Hatch,#ffffff,0.2625,51.356667
3625,8,Great Britain,LOTUS,r,,1968,7,G.Hill,GBR,Brands Hatch,#ffffff,0.2625,51.356667
3626,18,Great Britain,MATRA,r,,1968,7,J.P.Beltoise,GBR,Brands Hatch,#ffffff,0.2625,51.356667
3627,11,Great Britain,BRM,r,,1968,7,R.Attwood,GBR,Brands Hatch,#ffffff,0.2625,51.356667
3628,24,Great Britain,EAGLE,r,,1968,7,D.Gurney,GBR,Brands Hatch,#ffffff,0.2625,51.356667
3629,23,Great Britain,McLAREN,r,,1968,7,J.Bonnier,GBR,Brands Hatch,#ffffff,0.2625,51.356667
3630,3,Great Britain,BRABHAM,r,,1968,7,J.Brabham,GBR,Brands Hatch,#ffffff,0.2625,51.356667
3631,6,Germany,MATRA,1,2:19:03.200,1968,8,J.Stewart,DEU,Nurburgring,#b3c6ff,6.95203,50.34188
3632,3,Germany,LOTUS,2,2:23:06.400,1968,8,G.Hill,DEU,Nurburgring,#ffffff,6.95203,50.34188
3633,5,Germany,BRABHAM,3,2:23:12.600,1968,8,J.Rindt,DEU,Nurburgring,#ffffff,6.95203,50.34188
3634,9,Germany,FERRARI,4,2:24:58.400,1968,8,J.Ickx,DEU,Nurburgring,#ffffff,6.95203,50.34188
3635,4,Germany,BRABHAM,5,2:25:24.300,1968,8,J.Brabham,DEU,Nurburgring,#ffffff,6.95203,50.34188
3636,10,Germany,BRM,6,2:25:28.200,1968,8,P.Rodriguez,DEU,Nurburgring,#ffffff,6.95203,50.34188
3637,1,Germany,McLAREN,7,2:25:34.200,1968,8,D.Hulme,DEU,Nurburgring,#ffffff,6.95203,50.34188
3638,22,Germany,BRM,8,2:26:59.600,1968,8,P.Courage,DEU,Nurburgring,#ffffff,6.95203,50.34188
3639,14,Germany,EAGLE,9,2:27:16.900,1968,8,D.Gurney,DEU,Nurburgring,#ffffff,6.95203,50.34188
3640,18,Germany,LOLA,10,2:29:14.600,1968,8,H.Hahne,DEU,Nurburgring,#ffffff,6.95203,50.34188
3641,21,Germany,LOTUS,11,,1968,8,J.Oliver,DEU,Nurburgring,#ffffff,6.95203,50.34188
3642,17,Germany,BRABHAM,12,,1968,8,K.Ahrens,DEU,Nurburgring,#ffffff,6.95203,50.34188
3643,2,Germany,McLAREN,13,,1968,8,B.McLaren,DEU,Nurburgring,#ffffff,6.95203,50.34188
3644,11,Germany,BRM,14,,1968,8,R.Attwood,DEU,Nurburgring,#ffffff,6.95203,50.34188
3645,8,Germany,FERRARI,r,,1968,8,C.Amon,DEU,Nurburgring,#ffffff,6.95203,50.34188
3646,12,Germany,MATRA,r,,1968,8,J.P.Beltoise,DEU,Nurburgring,#ffffff,6.95203,50.34188
3647,19,Germany,COOPER,r,,1968,8,L.Bianchi,DEU,Nurburgring,#ffffff,6.95203,50.34188
3648,16,Germany,LOTUS,r,,1968,8,J.Siffert,DEU,Nurburgring,#ffffff,6.95203,50.34188
3649,7,Germany,HONDA,r,,1968,8,J.Surtees,DEU,Nurburgring,#ffffff,6.95203,50.34188
3650,20,Germany,COOPER,r,,1968,8,V.Elford,DEU,Nurburgring,#ffffff,6.95203,50.34188
3651,1,Italy,McLAREN,1,1:40:14.800,1968,9,D.Hulme,ITA,Monza,#d9d9d9,9.2584771,45.5796609
3652,5,Italy,MATRA,2,1:41:43.200,1968,9,J.Servoz-Gavin,ITA,Monza,#ffffff,9.2584771,45.5796609
3653,8,Italy,FERRARI,3,1:41:43.400,1968,9,J.Ickx,ITA,Monza,#ffffff,9.2584771,45.5796609
3654,27,Italy,BRM,4,,1968,9,P.Courage,ITA,Monza,#ffffff,9.2584771,45.5796609
3655,6,Italy,MATRA,5,,1968,9,J.P.Beltoise,ITA,Monza,#ffffff,9.2584771,45.5796609
3656,3,Italy,McLAREN,6,,1968,9,J.Bonnier,ITA,Monza,#ffffff,9.2584771,45.5796609
3657,20,Italy,LOTUS,r,,1968,9,J.Siffert,ITA,Monza,#ffffff,9.2584771,45.5796609
3658,10,Italy,BRABHAM,r,,1968,9,J.Brabham,ITA,Monza,#ffffff,9.2584771,45.5796609
3659,15,Italy,HONDA,r,,1968,9,D.Hobbs,ITA,Monza,#ffffff,9.2584771,45.5796609
3660,4,Italy,MATRA,r,,1968,9,J.Stewart,ITA,Monza,#ffffff,9.2584771,45.5796609
3661,19,Italy,LOTUS,r,,1968,9,J.Oliver,ITA,Monza,#ffffff,9.2584771,45.5796609
3662,2,Italy,McLAREN,r,,1968,9,B.McLaren,ITA,Monza,#ffffff,9.2584771,45.5796609
3663,11,Italy,BRABHAM,r,,1968,9,J.Rindt,ITA,Monza,#ffffff,9.2584771,45.5796609
3664,26,Italy,BRM,r,,1968,9,P.Rodriguez,ITA,Monza,#ffffff,9.2584771,45.5796609
3665,21,Italy,EAGLE,r,,1968,9,D.Gurney,ITA,Monza,#ffffff,9.2584771,45.5796609
3666,16,Italy,LOTUS,r,,1968,9,G.Hill,ITA,Monza,#ffffff,9.2584771,45.5796609
3667,14,Italy,HONDA,r,,1968,9,J.Surtees,ITA,Monza,#ffffff,9.2584771,45.5796609
3668,9,Italy,FERRARI,r,,1968,9,C.Amon,ITA,Monza,#ffffff,9.2584771,45.5796609
3669,7,Italy,FERRARI,r,,1968,9,D.Bell,ITA,Monza,#ffffff,9.2584771,45.5796609
3670,23,Italy,COOPER,r,,1968,9,V.Elford,ITA,Monza,#ffffff,9.2584771,45.5796609
3671,1,Canada,McLAREN,1,2:27:11.200,1968,10,D.Hulme,CAN,Mont-Tremblant,#d9d9d9,-74.596185,46.118462
3672,2,Canada,McLAREN,2,,1968,10,B.McLaren,CAN,Mont-Tremblant,#ffffff,-74.596185,46.118462
3673,16,Canada,BRM,3,,1968,10,P.Rodriguez,CAN,Mont-Tremblant,#ffffff,-74.596185,46.118462
3674,3,Canada,LOTUS,4,,1968,10,G.Hill,CAN,Mont-Tremblant,#ffffff,-74.596185,46.118462
3675,21,Canada,COOPER,5,,1968,10,V.Elford,CAN,Mont-Tremblant,#ffffff,-74.596185,46.118462
3676,14,Canada,MATRA,6,,1968,10,J.Stewart,CAN,Mont-Tremblant,#ffffff,-74.596185,46.118462
3677,18,Canada,MATRA,r,,1968,10,J.P.Beltoise,CAN,Mont-Tremblant,#ffffff,-74.596185,46.118462
3678,9,Canada,FERRARI,r,,1968,10,C.Amon,CAN,Mont-Tremblant,#ffffff,-74.596185,46.118462
3679,15,Canada,MATRA,r,,1968,10,J.Servoz-Gavin,CAN,Mont-Tremblant,#ffffff,-74.596185,46.118462
3680,20,Canada,COOPER,nc,,1968,10,L.Bianchi,CAN,Mont-Tremblant,#ffffff,-74.596185,46.118462
3681,19,Canada,MATRA,r,,1968,10,H.Pescarolo,CAN,Mont-Tremblant,#ffffff,-74.596185,46.118462
3682,6,Canada,BRABHAM,r,,1968,10,J.Rindt,CAN,Mont-Tremblant,#ffffff,-74.596185,46.118462
3683,4,Canada,LOTUS,r,,1968,10,J.Oliver,CAN,Mont-Tremblant,#ffffff,-74.596185,46.118462
3684,5,Canada,BRABHAM,r,,1968,10,J.Brabham,CAN,Mont-Tremblant,#ffffff,-74.596185,46.118462
3685,12,Canada,LOTUS,r,,1968,10,J.Siffert,CAN,Mont-Tremblant,#ffffff,-74.596185,46.118462
3686,11,Canada,McLAREN,r,,1968,10,D.Gurney,CAN,Mont-Tremblant,#ffffff,-74.596185,46.118462
3687,24,Canada,BRM,r,,1968,10,P.Courage,CAN,Mont-Tremblant,#ffffff,-74.596185,46.118462
3688,27,Canada,LOTUS,r,,1968,10,B.Brack,CAN,Mont-Tremblant,#ffffff,-74.596185,46.118462
3689,8,Canada,HONDA,r,,1968,10,J.Surtees,CAN,Mont-Tremblant,#ffffff,-74.596185,46.118462
3690,22,Canada,McLAREN,r,,1968,10,J.Bonnier,CAN,Mont-Tremblant,#ffffff,-74.596185,46.118462
3691,10,Canada,FERRARI,ns,,1968,10,J.Ickx,CAN,Mont-Tremblant,#ffffff,-74.596185,46.118462
3692,25,Canada,EAGLE,ns,,1968,10,A.Pease,CAN,Mont-Tremblant,#ffffff,-74.596185,46.118462
3693,15,United States,MATRA,1,1:59:20.290,1968,11,J.Stewart,USA,Watkins Glen,#b3c6ff,-76.873292,42.380629
3694,10,United States,LOTUS,2,1:59:44.970,1968,11,G.Hill,USA,Watkins Glen,#ffffff,-76.873292,42.380629
3695,5,United States,HONDA,3,,1968,11,J.Surtees,USA,Watkins Glen,#ffffff,-76.873292,42.380629
3696,14,United States,McLAREN,4,,1968,11,D.Gurney,USA,Watkins Glen,#ffffff,-76.873292,42.380629
3697,16,United States,LOTUS,5,,1968,11,J.Siffert,USA,Watkins Glen,#ffffff,-76.873292,42.380629
3698,2,United States,McLAREN,6,,1968,11,B.McLaren,USA,Watkins Glen,#ffffff,-76.873292,42.380629
3699,22,United States,BRM,r,,1968,11,P.Courage,USA,Watkins Glen,#ffffff,-76.873292,42.380629
3700,1,United States,McLAREN,r,,1968,11,D.Hulme,USA,Watkins Glen,#ffffff,-76.873292,42.380629
3701,19,United States,COOPER,r,,1968,11,L.Bianchi,USA,Watkins Glen,#ffffff,-76.873292,42.380629
3702,3,United States,BRABHAM,r,,1968,11,J.Brabham,USA,Watkins Glen,#ffffff,-76.873292,42.380629
3703,4,United States,BRABHAM,r,,1968,11,J.Rindt,USA,Watkins Glen,#ffffff,-76.873292,42.380629
3704,18,United States,COOPER,r,,1968,11,V.Elford,USA,Watkins Glen,#ffffff,-76.873292,42.380629
3705,8,United States,BRM,r,,1968,11,P.Rodriguez,USA,Watkins Glen,#ffffff,-76.873292,42.380629
3706,17,United States,McLAREN,r,,1968,11,J.Bonnier,USA,Watkins Glen,#ffffff,-76.873292,42.380629
3707,6,United States,FERRARI,r,,1968,11,C.Amon,USA,Watkins Glen,#ffffff,-76.873292,42.380629
3708,21,United States,MATRA,r,,1968,11,J.P.Beltoise,USA,Watkins Glen,#ffffff,-76.873292,42.380629
3709,9,United States,BRM,r,,1968,11,B.Unser,USA,Watkins Glen,#ffffff,-76.873292,42.380629
3710,12,United States,LOTUS,r,,1968,11,M.Andretti,USA,Watkins Glen,#ffffff,-76.873292,42.380629
3711,7,United States,FERRARI,r,,1968,11,D.Bell,USA,Watkins Glen,#ffffff,-76.873292,42.380629
3712,11,United States,LOTUS,ns,,1968,11,J.Oliver,USA,Watkins Glen,#ffffff,-76.873292,42.380629
3713,21,United States,MATRA,ns,,1968,11,H.Pescarolo,USA,Watkins Glen,#ffffff,-76.873292,42.380629
3714,10,Mexico,LOTUS,1,1:56:43.950,1968,12,G.Hill,MEX,Mexico City,#fff4b3,-99.133208,19.432608
3715,2,Mexico,McLAREN,2,1:58:03.270,1968,12,B.McLaren,MEX,Mexico City,#ffffff,-99.133208,19.432608
3716,11,Mexico,LOTUS,3,1:58:24.600,1968,12,J.Oliver,MEX,Mexico City,#ffffff,-99.133208,19.432608
3717,8,Mexico,BRM,4,1:58:25.040,1968,12,P.Rodriguez,MEX,Mexico City,#ffffff,-99.133208,19.432608
3718,17,Mexico,HONDA,5,,1968,12,J.Bonnier,MEX,Mexico City,#ffffff,-99.133208,19.432608
3719,16,Mexico,LOTUS,6,,1968,12,J.Siffert,MEX,Mexico City,#ffffff,-99.133208,19.432608
3720,15,Mexico,MATRA,7,,1968,12,J.Stewart,MEX,Mexico City,#ffffff,-99.133208,19.432608
3721,18,Mexico,COOPER,8,,1968,12,V.Elford,MEX,Mexico City,#ffffff,-99.133208,19.432608
3722,9,Mexico,MATRA,9,,1968,12,H.Pescarolo,MEX,Mexico City,#ffffff,-99.133208,19.432608
3723,3,Mexico,BRABHAM,10,,1968,12,J.Brabham,MEX,Mexico City,#ffffff,-99.133208,19.432608
3724,23,Mexico,MATRA,r,,1968,12,J.Servoz-Gavin,MEX,Mexico City,#ffffff,-99.133208,19.432608
3725,14,Mexico,McLAREN,r,,1968,12,D.Gurney,MEX,Mexico City,#ffffff,-99.133208,19.432608
3726,22,Mexico,BRM,r,,1968,12,P.Courage,MEX,Mexico City,#ffffff,-99.133208,19.432608
3727,19,Mexico,COOPER,r,,1968,12,L.Bianchi,MEX,Mexico City,#ffffff,-99.133208,19.432608
3728,5,Mexico,HONDA,r,,1968,12,J.Surtees,MEX,Mexico City,#ffffff,-99.133208,19.432608
3729,6,Mexico,FERRARI,r,,1968,12,C.Amon,MEX,Mexico City,#ffffff,-99.133208,19.432608
3730,12,Mexico,LOTUS,r,,1968,12,M.Solana,MEX,Mexico City,#ffffff,-99.133208,19.432608
3731,21,Mexico,MATRA,r,,1968,12,J.P.Beltoise,MEX,Mexico City,#ffffff,-99.133208,19.432608
3732,1,Mexico,McLAREN,r,,1968,12,D.Hulme,MEX,Mexico City,#ffffff,-99.133208,19.432608
3733,7,Mexico,FERRARI,r,,1968,12,J.Ickx,MEX,Mexico City,#ffffff,-99.133208,19.432608
3734,4,Mexico,BRABHAM,r,,1968,12,J.Rindt,MEX,Mexico City,#ffffff,-99.133208,19.432608
3735,7,South Africa,MATRA,1,1:50:39.100,1969,1,J.Stewart,ZAF,Kyalami,#b3c6ff,28.072762,-25.990706
3736,1,South Africa,LOTUS,2,1:50:57.900,1969,1,G.Hill,ZAF,Kyalami,#ffffff,28.072762,-25.990706
3737,5,South Africa,McLAREN,3,1:51:10.900,1969,1,D.Hulme,ZAF,Kyalami,#ffffff,28.072762,-25.990706
3738,4,South Africa,LOTUS,4,1:51:28.300,1969,1,J.Siffert,ZAF,Kyalami,#ffffff,28.072762,-25.990706
3739,6,South Africa,McLAREN,5,,1969,1,B.McLaren,ZAF,Kyalami,#ffffff,28.072762,-25.990706
3740,8,South Africa,MATRA,6,,1969,1,J.P.Beltoise,ZAF,Kyalami,#ffffff,28.072762,-25.990706
3741,11,South Africa,BRM,7,,1969,1,J.Oliver,ZAF,Kyalami,#ffffff,28.072762,-25.990706
3742,17,South Africa,BRABHAM,8,,1969,1,S.Tingle,ZAF,Kyalami,#ffffff,28.072762,-25.990706
3743,19,South Africa,BRABHAM,nc,,1969,1,P.de Klerk,ZAF,Kyalami,#ffffff,28.072762,-25.990706
3744,2,South Africa,LOTUS,r,,1969,1,J.Rindt,ZAF,Kyalami,#ffffff,28.072762,-25.990706
3745,10,South Africa,BRM,r,,1969,1,J.Surtees,ZAF,Kyalami,#ffffff,28.072762,-25.990706
3746,12,South Africa,BRM,r,,1969,1,P.Rodriguez,ZAF,Kyalami,#ffffff,28.072762,-25.990706
3747,9,South Africa,FERRARI,r,,1969,1,C.Amon,ZAF,Kyalami,#ffffff,28.072762,-25.990706
3748,14,South Africa,BRABHAM,r,,1969,1,J.Brabham,ZAF,Kyalami,#ffffff,28.072762,-25.990706
3749,3,South Africa,LOTUS,r,,1969,1,M.Andretti,ZAF,Kyalami,#ffffff,28.072762,-25.990706
3750,16,South Africa,LOTUS,r,,1969,1,J.Love,ZAF,Kyalami,#ffffff,28.072762,-25.990706
3751,15,South Africa,BRABHAM,r,,1969,1,J.Ickx,ZAF,Kyalami,#ffffff,28.072762,-25.990706
3752,18,South Africa,McLAREN,r,,1969,1,B.van Rooyen,ZAF,Kyalami,#ffffff,28.072762,-25.990706
3753,7,Spain,MATRA,1,2:16:53.990,1969,2,J.Stewart,ESP,Montjuich Park,#b3c6ff,2.151966,41.36788
3754,6,Spain,McLAREN,2,,1969,2,B.McLaren,ESP,Montjuich Park,#ffffff,2.151966,41.36788
3755,8,Spain,MATRA,3,,1969,2,J.P.Beltoise,ESP,Montjuich Park,#ffffff,2.151966,41.36788
3756,5,Spain,McLAREN,4,,1969,2,D.Hulme,ESP,Montjuich Park,#ffffff,2.151966,41.36788
3757,14,Spain,BRM,5,,1969,2,J.Surtees,ESP,Montjuich Park,#ffffff,2.151966,41.36788
3758,4,Spain,BRABHAM,6,,1969,2,J.Ickx,ESP,Montjuich Park,#ffffff,2.151966,41.36788
3759,9,Spain,BRM,r,,1969,2,P.Rodriguez,ESP,Montjuich Park,#ffffff,2.151966,41.36788
3760,15,Spain,FERRARI,r,,1969,2,C.Amon,ESP,Montjuich Park,#ffffff,2.151966,41.36788
3761,3,Spain,BRABHAM,r,,1969,2,J.Brabham,ESP,Montjuich Park,#ffffff,2.151966,41.36788
3762,10,Spain,LOTUS,r,,1969,2,J.Siffert,ESP,Montjuich Park,#ffffff,2.151966,41.36788
3763,2,Spain,LOTUS,r,,1969,2,J.Rindt,ESP,Montjuich Park,#ffffff,2.151966,41.36788
3764,11,Spain,BRABHAM,r,,1969,2,P.Courage,ESP,Montjuich Park,#ffffff,2.151966,41.36788
3765,1,Spain,LOTUS,r,,1969,2,G.Hill,ESP,Montjuich Park,#ffffff,2.151966,41.36788
3766,12,Spain,BRM,r,,1969,2,J.Oliver,ESP,Montjuich Park,#ffffff,2.151966,41.36788
3767,1,Monaco,LOTUS,1,1:56:59.400,1969,3,G.Hill,MCO,Monte Carlo,#fff4b3,7.424616,43.738418
3768,16,Monaco,BRABHAM,2,1:57:16.700,1969,3,P.Courage,MCO,Monte Carlo,#ffffff,7.424616,43.738418
3769,9,Monaco,LOTUS,3,1:57:34.000,1969,3,J.Siffert,MCO,Monte Carlo,#ffffff,7.424616,43.738418
3770,2,Monaco,LOTUS,4,1:57:52.300,1969,3,R.Attwood,MCO,Monte Carlo,#ffffff,7.424616,43.738418
3771,4,Monaco,McLAREN,5,,1969,3,B.McLaren,MCO,Monte Carlo,#ffffff,7.424616,43.738418
3772,3,Monaco,McLAREN,6,,1969,3,D.Hulme,MCO,Monte Carlo,#ffffff,7.424616,43.738418
3773,12,Monaco,COOPER,7,,1969,3,V.Elford,MCO,Monte Carlo,#ffffff,7.424616,43.738418
3774,6,Monaco,BRABHAM,r,,1969,3,J.Ickx,MCO,Monte Carlo,#ffffff,7.424616,43.738418
3775,7,Monaco,MATRA,r,,1969,3,J.Stewart,MCO,Monte Carlo,#ffffff,7.424616,43.738418
3776,8,Monaco,MATRA,r,,1969,3,J.P.Beltoise,MCO,Monte Carlo,#ffffff,7.424616,43.738418
3777,11,Monaco,FERRARI,r,,1969,3,C.Amon,MCO,Monte Carlo,#ffffff,7.424616,43.738418
3778,10,Monaco,BRM,r,,1969,3,P.Rodriguez,MCO,Monte Carlo,#ffffff,7.424616,43.738418
3779,17,Monaco,BRABHAM,r,,1969,3,S.Moser,MCO,Monte Carlo,#ffffff,7.424616,43.738418
3780,14,Monaco,BRM,r,,1969,3,J.Surtees,MCO,Monte Carlo,#ffffff,7.424616,43.738418
3781,5,Monaco,BRABHAM,r,,1969,3,J.Brabham,MCO,Monte Carlo,#ffffff,7.424616,43.738418
3782,15,Monaco,BRM,r,,1969,3,J.Oliver,MCO,Monte Carlo,#ffffff,7.424616,43.738418
3783,4,Netherlands,MATRA,1,2:06:42.080,1969,4,J.Stewart,NLD,Zandvoort,#b3c6ff,4.533355,52.371149
3784,10,Netherlands,LOTUS,2,2:07:06.600,1969,4,J.Siffert,NLD,Zandvoort,#ffffff,4.533355,52.371149
3785,8,Netherlands,FERRARI,3,2:07:12.590,1969,4,C.Amon,NLD,Zandvoort,#ffffff,4.533355,52.371149
3786,7,Netherlands,McLAREN,4,2:07:19.240,1969,4,D.Hulme,NLD,Zandvoort,#ffffff,4.533355,52.371149
3787,12,Netherlands,BRABHAM,5,2:07:19.750,1969,4,J.Ickx,NLD,Zandvoort,#ffffff,4.533355,52.371149
3788,11,Netherlands,BRABHAM,6,2:07:52.890,1969,4,J.Brabham,NLD,Zandvoort,#ffffff,4.533355,52.371149
3789,1,Netherlands,LOTUS,7,,1969,4,G.Hill,NLD,Zandvoort,#ffffff,4.533355,52.371149
3790,5,Netherlands,MATRA,8,,1969,4,J.P.Beltoise,NLD,Zandvoort,#ffffff,4.533355,52.371149
3791,14,Netherlands,BRM,9,,1969,4,J.Surtees,NLD,Zandvoort,#ffffff,4.533355,52.371149
3792,18,Netherlands,McLAREN,10,,1969,4,V.Elford,NLD,Zandvoort,#ffffff,4.533355,52.371149
3793,17,Netherlands,BRABHAM,r,,1969,4,S.Moser,NLD,Zandvoort,#ffffff,4.533355,52.371149
3794,6,Netherlands,McLAREN,r,,1969,4,B.McLaren,NLD,Zandvoort,#ffffff,4.533355,52.371149
3795,2,Netherlands,LOTUS,r,,1969,4,J.Rindt,NLD,Zandvoort,#ffffff,4.533355,52.371149
3796,16,Netherlands,BRABHAM,r,,1969,4,P.Courage,NLD,Zandvoort,#ffffff,4.533355,52.371149
